,department,institution,first_name,middle_name,last_name,title,year
296,,philips,ton,h j,venhuizen,photo and electroluminescence efficiency in soluble poly dialky1 p phenylenevinylene,1994
297,,philips,h,,wynberg,photo and electroluminescence efficiency in soluble poly dialky1 p phenylenevinylene,1994
298,,,wolter,ten,hoeve,photo and electroluminescence efficiency in soluble poly dialky1 p phenylenevinylene,1994
299,,,karin,j,spoelstra,photo and electroluminescence efficiency in soluble poly dialky1 p phenylenevinylene,1994
300,,,ali,j,ghods,beneficial actions of the anti inflammatory dimethyl fumarate in glioblastomas,2013
301,,,roberta,p,glick,beneficial actions of the anti inflammatory dimethyl fumarate in glioblastomas,2013
302,,university of illinois at chicago,dale,a,pelligrino,effects of peptide fraction and counter ion on the development of clinical signs in experimental autoimmune encephalomyelitis,2014
303,,university of illinois at chicago,marina,,guizzetti,dimethyl fumarate regulates histone deacetylase expression in astrocytes,2013
304,,university of illinois at chicago,xiaolu,,zhang,dimethyl fumarate regulates histone deacetylase expression in astrocytes,2013
305,,,r,thomas,galloway,universal automated flight simulator fidelity test system,2004
306,,purdue university,lan,,zhao,domain specific web services for scientific application developers,2010
307,,purdue university,madhavan,,lakshminarayanan,domain specific web services for scientific application developers,2010
308,,cornell university,jitendra,,balakrishnan,monte carlo simulation of vapor transport in physical vapor deposition of titanium,2000
309,,cornell university,iain,d,boyd,monte carlo simulation of vapor transport in physical vapor deposition of titanium,2000
310,,university of illinois at chicago,herbert,h,engelhard,abstract a14 loss of lkb1 gene alone causes malignant transformation of astrocytes,2015
311,,lawrence livermore national laboratory,d,h,froula,the first target experiments on the national ignition facility,2007
312,,lawrence livermore national laboratory,s,g,glendinning,the first target experiments on the national ignition facility,2007
313,,lawrence livermore national laboratory,b,,blue,the first target experiments on the national ignition facility,2007
314,,los alamos national laboratory,b,h,wilde,the first target experiments on the national ignition facility,2007
315,,lawrence livermore national laboratory,ogden,,jones,the first target experiments on the national ignition facility,2007
316,,lawrence livermore national laboratory,g,,gregori,the first target experiments on the national ignition facility,2007
317,,atomic weapons establishment,j,m,foster,the first target experiments on the national ignition facility,2007
318,,lawrence livermore national laboratory,j,f,hansen,the first target experiments on the national ignition facility,2007
319,,lawrence livermore national laboratory,t,,perry,the first target experiments on the national ignition facility,2007
320,,lawrence livermore national laboratory,h,a,baldis,the first target experiments on the national ignition facility,2007
321,,los alamos national laboratory,m,b,hegelich,the first target experiments on the national ignition facility,2007
322,,sandia national laboratories,g,,rochau,the first target experiments on the national ignition facility,2007
323,,lawrence livermore national laboratory,r,e,turner,the first target experiments on the national ignition facility,2007
324,,lawrence livermore national laboratory,b,i,cohen,the first target experiments on the national ignition facility,2007
325,,lawrence livermore national laboratory,w,l,kruer,the first target experiments on the national ignition facility,2007
326,,lawrence livermore national laboratory,a,b,langdon,the first target experiments on the national ignition facility,2007
327,,lawrence livermore national laboratory,s,h,langer,the first target experiments on the national ignition facility,2007
328,,lawrence livermore national laboratory,c,h,still,the first target experiments on the national ignition facility,2007
329,,french alternative energies and atomic energy comm,m,c,monteil,the first target experiments on the national ignition facility,2007
330,,atomic weapons establishment,r,m,stevenson,the first target experiments on the national ignition facility,2007
331,,los alamos national laboratory,r,f,coker,the first target experiments on the national ignition facility,2007
332,,los alamos national laboratory,g,,magelssen,the first target experiments on the national ignition facility,2007
333,,atomic weapons establishment,p,a,rosen,the first target experiments on the national ignition facility,2007
334,,lawrence livermore national laboratory,p,,stry,the first target experiments on the national ignition facility,2007
335,,lawrence livermore national laboratory,d,,woods,the first target experiments on the national ignition facility,2007
336,,lawrence livermore national laboratory,s,s,alvarez,the first target experiments on the national ignition facility,2007
337,,lawrence livermore national laboratory,g,,armstrong,the first target experiments on the national ignition facility,2007
338,,,r,,bahr,the first target experiments on the national ignition facility,2007
339,,french alternative energies and atomic energy comm,j,l,bourgade,the first target experiments on the national ignition facility,2007
340,,lawrence livermore national laboratory,d,,bower,the first target experiments on the national ignition facility,2007
341,,lawrence livermore national laboratory,m,,chrisp,the first target experiments on the national ignition facility,2007
342,,lawrence livermore national laboratory,s,,compton,the first target experiments on the national ignition facility,2007
343,,lawrence livermore national laboratory,j,r,cox,the first target experiments on the national ignition facility,2007
344,,lawrence livermore national laboratory,c,,constantin,the first target experiments on the national ignition facility,2007
345,,lawrence livermore national laboratory,r,,costa,the first target experiments on the national ignition facility,2007
346,,lawrence livermore national laboratory,j,,duncan,the first target experiments on the national ignition facility,2007
347,,lawrence livermore national laboratory,a,,ellis,the first target experiments on the national ignition facility,2007
348,,lawrence livermore national laboratory,j,,emig,the first target experiments on the national ignition facility,2007
349,,lawrence livermore national laboratory,a,,greenwood,the first target experiments on the national ignition facility,2007
350,,lawrence livermore national laboratory,r,l,griffith,the first target experiments on the national ignition facility,2007
351,,lawrence livermore national laboratory,f,,holdner,the first target experiments on the national ignition facility,2007
352,,lawrence livermore national laboratory,g,,holtmeier,the first target experiments on the national ignition facility,2007
353,,lawrence livermore national laboratory,d,,hargrove,the first target experiments on the national ignition facility,2007
354,,lawrence livermore national laboratory,t,,james,the first target experiments on the national ignition facility,2007
355,,lawrence livermore national laboratory,m,,landon,the first target experiments on the national ignition facility,2007
356,,,robert,m,malone,the first target experiments on the national ignition facility,2007
357,,lawrence livermore national laboratory,m,,may,the first target experiments on the national ignition facility,2007
358,,lawrence livermore national laboratory,s,,montelongo,the first target experiments on the national ignition facility,2007
359,,lawrence livermore national laboratory,e,,ng,the first target experiments on the national ignition facility,2007
360,,lawrence livermore national laboratory,a,,nikitin,the first target experiments on the national ignition facility,2007
361,,,d,,pellinen,the first target experiments on the national ignition facility,2007
